Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,total_delay,service_rating,convenience_rating,satisfaction
0.7684820796337813,-0.20972470550917904,0.8579638133661147,-0.30370433230805666,-1.3737601468862144,1.4505280418485242,1.504118606064036,0.9013727734551985,0.8659847786921783,-0.264423870486241,-1.4182552683804963,1.4689682053299136,-0.32978154243639923,-1.4192099887956344,1.4479607944726336,-0.2687165276058996,1.448766568939443,-0.7482530264618663,0.5136037459349139,0.3235103152021335,0.5155865560404126,0
0.9351448598623178,1.4945783051761323,0.26339429613388005,1.44843604639227,-0.2388901370669542,-1.4798316386535448,0.3285667451308309,-0.26545282325056013,0.27284451931397397,1.4828704278809894,0.9182443500387727,-1.4631040607976586,-1.503381337583728,-0.25353443331667397,0.8501239676878963,-1.4370492563272024,-0.12338852614126326,0.11354524884600743,-0.13523400909134858,1.478904298066897,-1.096629066349871,0
1.2684704203193906,-0.1332033715414336,-0.33117522109835473,0.8643892534921611,-0.8063251419765843,-1.4798316386535448,0.9163426755974333,1.4847855718080778,0.8659847786921783,-0.264423870486241,-0.25000545917086175,-0.2902751543466297,0.8438182527109294,1.4949788999017668,-0.9433865126663152,0.8996162011154031,-2.051875494159964,1.443021819181723,-0.11090259327786374,0.03466181948594268,-0.4517428173937575,0
-1.675905363718086,1.180769390768031,-1.5203142555628242,0.8643892534921611,-0.2388901370669542,-0.8937597025531311,0.9163426755974333,-1.4322784199563188,1.4591250380703826,1.4828704278809894,0.9182443500387727,-0.8766896075721442,1.4306181502845938,0.9121411221622866,-0.9433865126663152,0.31544983675475174,-0.021597428987356712,-1.366962851084979,-1.0030545064389746,0.9012073066345153,-1.4190721908279276,1
-1.5092425834895498,-1.7579490556610247,-0.9257447383305895,-0.8877511252081656,1.4634148776619362,0.8644561057481105,-0.8469851158023741,0.9013727734551985,1.4591250380703826,1.4828704278809894,0.3341194454339555,-0.2902751543466297,-1.503381337583728,-1.4192099887956344,-0.34554968588157803,-0.2687165276058996,0.4555030276382492,-1.6468107252215805,-0.7759612921797828,0.03466181948594268,1.805359053952639,0
1.6017959807764635,-0.3985128397298348,1.4525333305983494,1.44843604639227,0.32854486784267595,-1.4798316386535448,-0.8469851158023741,-1.4322784199563188,0.8659847786921783,1.4828704278809894,-0.834130363775679,-1.4631040607976586,1.4306181502845938,-0.25353443331667397,-0.9433865126663152,0.8996162011154031,0.444991134777726,0.4102862275374179,0.5136037459349139,0.6123588109183244,-1.4190721908279276,0
-1.5092425834895498,0.549098544565568,-0.9257447383305895,-0.8877511252081656,1.4634148776619362,1.4505280418485242,0.3285667451308309,0.31795997510231916,1.4591250380703826,-0.8468553032753179,0.9182443500387727,-0.2902751543466297,-1.503381337583728,0.32930334442280634,-0.34554968588157803,0.8996162011154031,1.093118945435566,-0.9636018165835816,0.08374873323001501,-0.2541866762302482,1.805359053952639,1
0.4907107792528873,-0.11701916420417416,0.8579638133661147,1.44843604639227,-1.3737601468862144,-1.4798316386535448,-0.8469851158023741,-1.4322784199563188,0.8659847786921783,0.31800756230283583,0.9182443500387727,0.29613929887888474,-1.503381337583728,-1.4192099887956344,1.4479607944726336,-1.4370492563272024,-1.349780181217357,-0.1876268237029279,-1.124711585506399,0.6123588109183244,-2.3864015642620977,0
-1.175917023032477,-0.30738229083144053,1.4525333305983494,-0.30370433230805666,1.4634148776619362,0.27838416964769663,-1.4347610462689766,1.4847855718080778,1.4591250380703826,-0.8468553032753179,-0.834130363775679,1.4689682053299136,1.4306181502845938,-0.8363722110561542,0.8501239676878963,1.4837825654760546,1.4582157731493366,0.4102862275374179,1.3408718835933986,-0.8318836676626299,1.805359053952639,0
-0.6203744222706888,1.0417004541268127,-1.5203142555628242,0.28034246059205226,1.4634148776619362,0.8644561057481105,1.504118606064036,0.9013727734551985,0.8659847786921783,-0.264423870486241,-1.4182552683804963,0.29613929887888474,-0.9165814400100636,0.9121411221622866,0.2522871409031592,0.8996162011154031,0.7546791375512171,-0.49558025591689503,0.09996967710567158,-0.8318836676626299,1.805359053952639,0
-0.5092659021183312,0.9603476805443776,-1.5203142555628242,0.28034246059205226,0.8959798727523061,0.27838416964769663,0.3285667451308309,1.4847855718080778,-1.5065762588206388,-0.264423870486241,-0.834130363775679,-0.2902751543466297,1.4306181502845938,-1.4192099887956344,-0.34554968588157803,0.31544983675475174,0.5702412615759378,-1.9514905067652693,-0.8002927079932677,-1.1207321633788208,1.4829159294745826,0
