Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,total_delay,service_rating,convenience_rating,satisfaction,average_service_rating
0.7684820796337813,-0.209724705509179,0.8579638133661147,-0.3037043323080566,-1.3737601468862144,1.4505280418485242,1.504118606064036,0.9013727734551984,0.8659847786921783,-0.264423870486241,-1.4182552683804963,1.4689682053299136,-0.3297815424363992,-1.4192099887956344,1.4479607944726336,-0.2687165276058996,1.448766568939443,-0.7482530264618663,0.7005135424775766,0.3235103152021335,0.5155865560404126,0,0.2444609000220205
0.9351448598623178,1.4945783051761323,0.26339429613388,1.44843604639227,-0.2388901370669542,-1.4798316386535448,0.3285667451308309,-0.2654528232505601,0.2728445193139739,1.4828704278809894,0.9182443500387728,-1.4631040607976586,-1.503381337583728,-0.2535344333166739,0.8501239676878963,-1.4370492563272024,-0.1233885261412632,0.1135452488460074,-0.00984327729525579,1.478904298066897,-1.096629066349871,0,-0.05410247818389195
1.2684704203193906,-0.1332033715414336,-0.3311752210983547,0.8643892534921611,-0.8063251419765843,-1.4798316386535448,0.9163426755974332,1.4847855718080778,0.8659847786921783,-0.264423870486241,-0.2500054591708617,-0.2902751543466297,0.8438182527109294,1.4949788999017668,-0.9433865126663152,0.8996162011154031,-2.051875494159964,1.443021819181723,-0.6088536749782409,0.0346618194859426,-0.4517428173937575,0,0.2941474590249309
-1.675905363718086,1.180769390768031,-1.5203142555628242,0.8643892534921611,-0.2388901370669542,-0.8937597025531311,0.9163426755974332,-1.4322784199563188,1.4591250380703826,1.4828704278809894,0.9182443500387728,-0.8766896075721442,1.4306181502845938,0.9121411221622866,-0.9433865126663152,0.3154498367547517,-0.0215974289873567,-1.366962851084979,-1.3885602800723356,0.9012073066345152,-1.4190721908279276,1,0.40944012249879264
-1.5092425834895498,-1.7579490556610249,-0.9257447383305896,-0.8877511252081656,1.4634148776619362,0.8644561057481105,-0.8469851158023741,0.9013727734551984,1.4591250380703826,1.4828704278809894,0.3341194454339555,-0.2902751543466297,-1.503381337583728,-1.4192099887956344,-0.345549685881578,-0.2687165276058996,0.4555030276382492,-1.6468107252215805,-1.1913076975833312,0.0346618194859426,1.805359053952639,0,-0.2323747636961106
1.6017959807764637,-0.3985128397298348,1.4525333305983494,1.44843604639227,0.3285448678426759,-1.4798316386535448,-0.8469851158023741,-1.4322784199563188,0.8659847786921783,1.4828704278809894,-0.834130363775679,-1.4631040607976586,1.4306181502845938,-0.2535344333166739,-0.9433865126663152,0.8996162011154031,0.444991134777726,0.4102862275374179,0.855277362315144,0.6123588109183244,-1.4190721908279276,0,0.17904824022128135
-1.5092425834895498,0.549098544565568,-0.9257447383305896,-0.8877511252081656,1.4634148776619362,1.4505280418485242,0.3285667451308309,0.3179599751023191,1.4591250380703826,-0.8468553032753179,0.9182443500387728,-0.2902751543466297,-1.503381337583728,0.3293033444228063,-0.345549685881578,0.8996162011154031,1.093118945435566,-0.9636018165835816,0.12951712885198452,-0.2541866762302482,1.805359053952639,1,0.0023049459360352633
0.4907107792528873,-0.1170191642041741,0.8579638133661147,1.44843604639227,-1.3737601468862144,-1.4798316386535448,-0.8469851158023741,-1.4322784199563188,0.8659847786921783,0.3180075623028358,0.9182443500387728,0.2961392988788847,-1.503381337583728,-1.4192099887956344,1.4479607944726336,-1.4370492563272024,-1.349780181217357,-0.1876268237029279,-1.537407004920285,0.6123588109183244,-2.3864015642620977,0,-0.05023251007575189
-1.175917023032477,-0.3073822908314405,1.4525333305983494,-0.3037043323080566,1.4634148776619362,0.2783841696476966,-1.4347610462689766,1.4847855718080778,1.4591250380703826,-0.8468553032753179,-0.834130363775679,1.4689682053299136,1.4306181502845938,-0.8363722110561542,0.8501239676878963,1.4837825654760546,1.4582157731493366,0.4102862275374179,1.8685020006867545,-0.8318836676626299,1.805359053952639,0,0.4193032333071063
-0.6203744222706888,1.041700454126813,-1.5203142555628242,0.2803424605920522,1.4634148776619362,0.8644561057481105,1.504118606064036,0.9013727734551984,0.8659847786921783,-0.264423870486241,-1.4182552683804963,0.2961392988788847,-0.9165814400100636,0.9121411221622866,0.2522871409031592,0.8996162011154031,0.7546791375512171,-0.495580255916895,0.2590988816343221,-0.8318836676626299,1.805359053952639,0,0.06107123133763226
